,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Log_Discount_offered,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Cost_of_the_Product_std,Weight_in_gms_std
5675,5676,F,Ship,3,4,102,3,medium,1,9,4111,0,2.1972245773362196,0,0,0,0,1,0,0,1,0,0,1,-2.245385403112766,0.2905978989847441
5676,5677,D,Ship,3,1,209,3,low,0,8,4367,0,2.0794415416798357,0,0,0,1,0,0,0,1,0,1,0,-0.023324357184589636,0.44709888299722156
5678,5679,A,Ship,3,5,212,2,low,0,3,5761,1,1.0986122886681098,1,0,0,0,0,0,0,1,0,1,0,0.038976419804050824,1.2992956475026654
5679,5680,B,Ship,3,4,205,3,high,0,1,5407,0,0.0,0,1,0,0,0,0,0,1,1,0,0,-0.10639205983611025,1.0828841305479113
5680,5681,C,Ship,3,1,180,2,high,1,10,4200,0,2.302585092994046,0,0,1,0,0,0,0,1,1,0,0,-0.6255652014081141,0.34500644420783194
5681,5682,F,Ship,5,4,229,3,low,1,1,5660,0,0.0,0,0,0,0,1,0,0,1,0,1,0,0.39201415607301343,1.2375511186539925
5682,5683,D,Ship,2,2,182,3,high,1,6,4112,1,1.791759469228055,0,0,0,1,0,0,0,1,1,0,0,-0.5840313500823537,0.29120923095354284
5683,5684,F,Ship,4,1,183,3,medium,0,4,4789,0,1.3862943611198906,0,0,0,0,1,0,0,1,0,0,1,-0.5632644244194736,0.7050809738302899
5684,5685,A,Ship,3,1,212,3,medium,1,10,5759,0,2.302585092994046,1,0,0,0,0,0,0,1,0,0,1,0.038976419804050824,1.2980729835650677
5686,5687,C,Ship,5,5,210,4,medium,1,9,5081,1,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,1,-0.0025574315217094822,0.883589908719522
5687,5688,F,Ship,5,2,111,4,medium,0,7,4424,0,1.9459101490553132,0,0,0,0,1,0,0,1,0,0,1,-2.058483072146845,0.48194480521874977
5688,5689,D,Ship,5,1,270,4,medium,0,7,5149,0,1.9459101490553132,0,0,0,1,0,0,0,1,0,0,1,1.2434581082510996,0.9251604825978363
5689,5690,F,Ship,4,4,135,2,low,1,4,4684,0,1.3862943611198906,0,0,0,0,1,0,0,1,0,1,0,-1.560076856237721,0.6408911171064222
5690,5691,A,Ship,3,5,143,3,low,0,10,5021,0,2.302585092994046,1,0,0,0,0,0,0,1,0,1,0,-1.3939414509346797,0.8469099905915976
5691,5692,B,Ship,4,1,216,2,low,0,5,5059,0,1.6094379124341003,0,1,0,0,0,0,0,1,0,1,0,0.12204412245557143,0.8701406054059497
5692,5693,C,Ship,5,1,136,3,low,1,10,5308,0,2.302585092994046,0,0,1,0,0,0,0,1,0,1,0,-1.5393099305748408,1.022362265636836
5693,5694,F,Ship,3,3,145,3,low,0,10,5696,0,2.302585092994046,0,0,0,0,1,0,0,1,0,1,0,-1.3524075996089193,1.2595590695307473
5694,5695,D,Ship,5,3,142,4,medium,0,4,5116,1,1.3862943611198906,0,0,0,1,0,0,0,1,0,0,1,-1.4147083765975599,0.9049865276274779
5695,5696,F,Ship,4,2,175,3,medium,1,7,4874,1,1.9459101490553132,0,0,0,0,1,0,0,1,0,0,1,-0.7293998297225148,0.7570441911781828
5696,5697,A,Ship,3,1,183,2,low,1,5,5329,1,1.6094379124341003,1,0,0,0,0,0,0,1,0,1,0,-0.5632644244194736,1.0352002369816096
5697,5698,B,Ship,3,1,191,5,medium,1,2,4956,1,0.6931471805599453,0,1,0,0,0,0,0,1,0,0,1,-0.3971290191164324,0.8071734126196795
5698,5699,C,Ship,3,4,247,3,low,0,9,4157,0,2.1972245773362196,0,0,1,0,0,0,0,1,0,1,0,0.7658188180048562,0.31871916954948615
5699,5700,F,Ship,3,1,170,2,low,0,2,5662,1,0.6931471805599453,0,0,0,0,1,0,0,1,0,1,0,-0.8332344580369155,1.23877378259159
5700,5701,D,Ship,3,2,275,2,low,0,5,5393,1,1.6094379124341003,0,0,0,1,0,0,0,1,0,1,0,1.3472927365655005,1.0743254829847289
5701,5702,F,Ship,4,4,147,4,low,0,8,5882,0,2.0794415416798357,0,0,0,0,1,0,0,1,0,1,0,-1.3108737482831592,1.373266815727313
5702,5703,A,Ship,4,4,188,3,low,1,6,4174,1,1.791759469228055,1,0,0,0,0,0,0,1,0,1,0,-0.45942979610507284,0.3291118130190647
5703,5704,B,Ship,5,5,248,2,low,1,4,5587,0,1.3862943611198906,0,1,0,0,0,0,0,1,0,1,0,0.7865857436677364,1.1929238849316846
5704,5705,C,Ship,3,1,245,2,low,0,8,4594,1,2.0794415416798357,0,0,1,0,0,0,0,1,0,1,0,0.7242849666790958,0.5858712399145356
5705,5706,F,Ship,4,5,164,3,high,1,3,4454,0,1.0986122886681098,0,0,0,0,1,0,0,1,1,0,0,-0.9578360120141965,0.500284764282712
5706,5707,D,Ship,4,2,260,3,medium,0,3,4661,1,1.0986122886681098,0,0,0,1,0,0,0,1,0,0,1,1.0357888516222982,0.6268304818240511
5707,5708,F,Ship,4,4,149,2,medium,0,9,4605,0,2.1972245773362196,0,0,0,0,1,0,0,1,0,0,1,-1.2693398969573988,0.5925958915713218
5708,5709,A,Ship,3,2,174,3,low,1,3,4132,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,1,0,-0.750166755385395,0.30343587032951763
5709,5710,B,Ship,4,5,242,2,low,0,1,5682,1,0.0,0,1,0,0,0,0,0,1,0,1,0,0.6619841896904554,1.2510004219675648
5710,5711,C,Ship,4,1,134,3,medium,1,7,4933,1,1.9459101490553132,0,0,1,0,0,0,0,1,0,0,1,-1.5808437819006012,0.7931127773373084
5711,5712,F,Ship,4,5,189,3,medium,0,3,5193,0,1.0986122886681098,0,0,0,0,1,0,0,1,0,0,1,-0.4386628704421927,0.9520590892249808
5713,5714,F,Ship,5,2,280,3,high,0,8,5858,1,2.0794415416798357,0,0,0,0,1,0,0,1,1,0,0,1.4511273648799012,1.358594848476143
5715,5716,B,Ship,4,4,179,3,high,0,1,5242,1,0.0,0,1,0,0,0,0,0,1,1,0,0,-0.6463321270709942,0.9820143556961192
5716,5717,C,Ship,5,1,250,4,medium,1,10,5306,1,2.302585092994046,0,0,1,0,0,0,0,1,0,0,1,0.8281195949934966,1.0211396016992385
5717,5718,F,Ship,4,4,212,2,medium,1,5,4774,1,1.6094379124341003,0,0,0,0,1,0,0,1,0,0,1,0.038976419804050824,0.6959109942983088
5718,5719,D,Ship,4,3,236,3,low,1,4,4257,1,1.3862943611198906,0,0,0,1,0,0,0,1,0,1,0,0.5373826357131745,0.37985236642936016
5720,5721,A,Ship,6,3,305,4,low,1,3,1276,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,1,0,1.970300506451905,-1.4425282325596842
5721,5722,B,Ship,6,3,309,4,low,1,5,1712,0,1.6094379124341003,0,1,0,0,0,0,0,1,0,1,0,2.0533682091034255,-1.1759874941634334
5722,5723,C,Ship,6,3,266,4,medium,1,8,1983,1,2.0794415416798357,0,0,1,0,0,0,0,1,0,0,1,1.160390405599579,-1.010316530618975
5723,5724,F,Ship,4,5,233,4,low,0,6,1495,0,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,0.475081858724534,-1.30864653139276
5724,5725,D,Ship,5,5,287,4,low,1,4,1509,1,1.3862943611198906,0,0,0,1,0,0,0,1,0,1,0,1.5964958445200623,-1.3000878838295777
5725,5726,F,Ship,6,2,268,4,low,0,7,1274,0,1.9459101490553132,0,0,0,0,1,0,0,1,0,1,0,1.2019242569253394,-1.4437508964972816
5726,5727,A,Ship,6,4,290,4,medium,1,10,1366,0,2.302585092994046,1,0,0,0,0,0,0,1,0,0,1,1.6587966215087027,-1.3875083553677976
5727,5728,B,Road,7,5,291,4,high,1,6,1135,0,1.791759469228055,0,1,0,0,0,0,1,0,1,0,0,1.6795635471715828,-1.5287260401603064
5728,5729,C,Road,5,5,227,5,medium,0,3,1687,0,1.0986122886681098,0,0,1,0,0,0,1,0,0,0,1,0.3504803047472531,-1.191270793383402
5729,5730,F,Road,4,5,175,3,medium,0,5,4194,0,1.6094379124341003,0,0,0,0,1,0,1,0,0,0,1,-0.7293998297225148,0.3413384523950395
5730,5731,D,Road,3,3,183,2,low,1,6,5015,0,1.791759469228055,0,0,0,1,0,0,1,0,0,1,0,-0.5632644244194736,0.8432419987788051
5731,5732,F,Road,3,4,191,5,medium,0,4,4243,1,1.3862943611198906,0,0,0,0,1,0,1,0,0,0,1,-0.3971290191164324,0.3712937188661778
5732,5733,A,Road,3,4,247,3,low,1,10,5749,1,2.302585092994046,1,0,0,0,0,0,1,0,0,1,0,0.7658188180048562,1.2919596638770805
5733,5734,B,Road,3,2,170,2,low,1,2,4214,1,0.6931471805599453,0,1,0,0,0,0,1,0,0,1,0,-0.8332344580369155,0.3535650917710143
5734,5735,C,Road,3,5,275,2,low,0,7,4619,0,1.9459101490553132,0,0,1,0,0,0,1,0,0,1,0,1.3472927365655005,0.6011545391345041
5735,5736,F,Road,4,3,147,4,low,0,7,4865,0,1.9459101490553132,0,0,0,0,1,0,1,0,0,1,0,-1.3108737482831592,0.7515422034589941
5736,5737,D,Road,4,5,188,3,low,1,4,4632,0,1.3862943611198906,0,0,0,1,0,0,1,0,0,1,0,-0.45942979610507284,0.6091018547288877
5737,5738,F,Road,5,1,248,2,low,0,6,5281,0,1.791759469228055,0,0,0,0,1,0,1,0,0,1,0,0.7865857436677364,1.00585630247927
5738,5739,A,Road,3,3,245,2,low,0,4,4719,1,1.3862943611198906,1,0,0,0,0,0,1,0,0,1,0,0.7242849666790958,0.6622877360143781
5739,5740,B,Road,4,5,164,3,high,1,7,4657,0,1.9459101490553132,0,1,0,0,0,0,1,0,1,0,0,-0.9578360120141965,0.6243851539488562
5740,5741,C,Road,4,1,260,3,medium,1,9,5886,1,2.1972245773362196,0,0,1,0,0,0,1,0,0,0,1,1.0357888516222982,1.3757121436025077
5741,5742,F,Road,4,2,149,2,medium,1,8,5460,1,2.0794415416798357,0,0,0,0,1,0,1,0,0,0,1,-1.2693398969573988,1.1152847248942446
5742,5743,D,Road,3,1,174,3,low,1,7,4318,1,1.9459101490553132,0,0,0,1,0,0,1,0,0,1,0,-0.750166755385395,0.4171436165260833
5743,5744,F,Road,4,1,242,2,low,0,2,5825,0,0.6931471805599453,0,0,0,0,1,0,1,0,0,1,0,0.6619841896904554,1.3384208935057846
5744,5745,A,Road,4,5,134,3,medium,0,4,5423,0,1.3862943611198906,1,0,0,0,0,0,1,0,0,0,1,-1.5808437819006012,1.0926654420486912
5745,5746,B,Road,4,3,189,3,medium,0,4,4410,0,1.3862943611198906,0,1,0,0,0,0,1,0,0,0,1,-0.4386628704421927,0.4733861576555674
5747,5748,F,Road,5,3,280,3,high,1,2,5273,0,0.6931471805599453,0,0,0,0,1,0,1,0,1,0,0,1.4511273648799012,1.00096564672888
5749,5750,F,Flight,4,1,179,3,high,1,5,4129,0,1.6094379124341003,0,0,0,0,1,1,0,0,1,0,0,-0.6463321270709942,0.3016018744231214
5750,5751,A,Flight,5,4,250,4,medium,1,4,4531,0,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,1,0.8281195949934966,0.5473573258802149
5751,5752,B,Flight,4,1,212,2,medium,0,7,5864,0,1.9459101490553132,0,1,0,0,0,1,0,0,0,0,1,0.038976419804050824,1.3622628402889354
5752,5753,C,Flight,4,4,236,3,low,1,10,4347,1,2.302585092994046,0,0,1,0,0,1,0,0,0,1,0,0.5373826357131745,0.43487224362124677
5754,5755,D,Flight,6,4,305,4,low,0,7,1172,1,1.9459101490553132,0,0,0,1,0,1,0,0,0,1,0,1.970300506451905,-1.506106757314753
5755,5756,F,Flight,6,1,309,4,low,0,6,1866,1,1.791759469228055,0,0,0,0,1,1,0,0,0,1,0,2.0533682091034255,-1.0818423709684275
5756,5757,A,Flight,6,1,266,4,medium,0,2,1862,1,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,1,1.160390405599579,-1.0842876988436225
5757,5758,B,Flight,4,2,233,4,low,1,7,1861,0,1.9459101490553132,0,1,0,0,0,1,0,0,0,1,0,0.475081858724534,-1.0848990308124211
5758,5759,C,Flight,5,1,287,4,low,0,4,1579,0,1.3862943611198906,0,0,1,0,0,1,0,0,0,1,0,1.5964958445200623,-1.2572946460136658
5759,5760,F,Flight,6,5,268,4,low,0,2,1324,0,0.6931471805599453,0,0,0,0,1,1,0,0,0,1,0,1.2019242569253394,-1.4131842980573446
5760,5761,D,Flight,6,1,290,4,medium,1,6,1505,1,1.791759469228055,0,0,0,1,0,1,0,0,0,0,1,1.6587966215087027,-1.3025332117047725
5761,5762,F,Flight,7,3,244,5,medium,0,10,1913,1,2.302585092994046,0,0,0,0,1,1,0,0,0,0,1,0.7035180410162157,-1.0531097684348867
5762,5763,A,Flight,6,3,245,4,low,1,2,1158,1,0.6931471805599453,1,0,0,0,0,1,0,0,0,1,0,0.7242849666790958,-1.5146654048779356
5763,5764,B,Flight,5,4,219,5,low,1,5,1867,0,1.6094379124341003,0,1,0,0,0,1,0,0,0,1,0,0.1843448994442119,-1.0812310389996287
5764,5765,C,Flight,6,3,257,4,low,0,4,1358,1,1.3862943611198906,0,0,1,0,0,1,0,0,0,1,0,0.9734880746336577,-1.3923990111181874
5765,5766,F,Flight,6,1,250,4,low,0,2,1783,1,0.6931471805599453,0,0,0,0,1,1,0,0,0,1,0,0.8281195949934966,-1.1325829243787229
5766,5767,D,Flight,6,1,249,4,medium,1,2,1189,1,0.6931471805599453,0,0,0,1,0,1,0,0,0,0,1,0.8073526693306164,-1.4957141138451746
5767,5768,F,Flight,5,4,259,5,low,0,2,1627,1,0.6931471805599453,0,0,0,0,1,1,0,0,0,1,0,1.015021925959418,-1.2279507115113264
5768,5769,A,Flight,6,4,266,4,low,1,3,1503,1,1.0986122886681098,1,0,0,0,0,1,0,0,0,1,0,1.160390405599579,-1.3037558756423702
5769,5770,B,Flight,6,5,244,4,medium,0,4,1648,1,1.3862943611198906,0,1,0,0,0,1,0,0,0,0,1,0.7035180410162157,-1.215112740166553
5771,5772,F,Ship,4,2,270,5,low,1,6,1520,0,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,1.2434581082510996,-1.2933632321727915
5772,5773,D,Ship,6,4,270,4,low,0,10,1199,1,2.302585092994046,0,0,0,1,0,0,0,1,0,1,0,1.2434581082510996,-1.4896007941571872
5773,5774,F,Ship,6,5,257,4,medium,0,1,1957,1,0.0,0,0,0,0,1,0,0,1,0,0,1,0.9734880746336577,-1.026211161807742
5774,5775,A,Ship,4,2,243,5,medium,0,4,1633,1,1.3862943611198906,1,0,0,0,0,0,0,1,0,0,1,0.6827511153533355,-1.224282719698534
5777,5778,F,Ship,6,5,304,4,low,1,8,1755,1,2.0794415416798357,0,0,0,0,1,0,0,1,0,1,0,1.9495335807890248,-1.1497002195050876
5778,5779,D,Ship,4,2,243,5,medium,0,8,1922,0,2.0794415416798357,0,0,0,1,0,0,0,1,0,0,1,0.6827511153533355,-1.047607780715698
5779,5780,F,Ship,6,3,272,4,low,1,5,1355,1,1.6094379124341003,0,0,0,0,1,0,0,1,0,1,0,1.28499195957686,-1.3942330070245836
5780,5781,A,Ship,5,4,269,5,low,0,4,1537,1,1.3862943611198906,1,0,0,0,0,0,0,1,0,1,0,1.2226911825882196,-1.282970588703213
5781,5782,B,Ship,7,3,267,4,low,1,7,1384,0,1.9459101490553132,0,1,0,0,0,0,0,1,0,1,0,1.1811573312624593,-1.37650437992942
5782,5783,C,Ship,6,1,251,4,low,1,2,1679,0,0.6931471805599453,0,0,1,0,0,0,0,1,0,1,0,0.8488865206563768,-1.196161449133792
5783,5784,F,Ship,4,3,249,5,low,0,3,1012,1,1.0986122886681098,0,0,0,0,1,0,0,1,0,1,0,0.8073526693306164,-1.6039198723225516
5784,5785,D,Ship,7,2,284,4,low,0,6,1550,1,1.791759469228055,0,0,0,1,0,0,0,1,0,1,0,1.5341950675314218,-1.2750232731088293
5785,5786,F,Ship,4,1,254,5,medium,0,3,1880,1,1.0986122886681098,0,0,0,0,1,0,0,1,0,0,1,0.9111872976450173,-1.073283723405245
5786,5787,A,Ship,6,5,269,4,low,1,5,1264,1,1.6094379124341003,1,0,0,0,0,0,0,1,0,1,0,1.2226911825882196,-1.449864216185269
5787,5788,B,Ship,7,5,265,4,low,0,9,1393,0,2.1972245773362196,0,1,0,0,0,0,0,1,0,1,0,1.1396234799366989,-1.3710023922102315
5789,5790,F,Ship,4,4,217,5,medium,0,4,1503,0,1.3862943611198906,0,0,0,0,1,0,0,1,0,0,1,0.14281104811845158,-1.3037558756423702
5790,5791,D,Ship,7,4,285,4,medium,0,2,1017,1,0.6931471805599453,0,0,0,1,0,0,0,1,0,0,1,1.554961993194302,-1.6008632124785578
5791,5792,F,Ship,5,1,265,5,medium,0,3,1514,1,1.0986122886681098,0,0,0,0,1,0,0,1,0,0,1,1.1396234799366989,-1.297031223985584
5792,5793,A,Ship,5,1,240,5,medium,1,1,1200,0,0.0,1,0,0,0,0,0,0,1,0,0,1,0.6204503383646951,-1.4889894621883883
5793,5794,B,Ship,5,5,247,3,low,1,1,5226,0,0.0,0,1,0,0,0,0,0,1,0,1,0,0.7658188180048562,0.9722330441953393
5795,5796,F,Ship,4,5,142,2,medium,0,9,5425,1,2.1972245773362196,0,0,0,0,1,0,0,1,0,0,1,-1.4147083765975599,1.0938881059862886
5796,5797,D,Ship,4,3,207,5,high,0,6,4145,0,1.791759469228055,0,0,0,1,0,0,0,1,1,0,0,-0.06485820851034994,0.31138318592390124
5797,5798,F,Ship,3,1,183,3,medium,1,7,5849,1,1.9459101490553132,0,0,0,0,1,0,0,1,0,0,1,-0.5632644244194736,1.3530928607569543
5798,5799,A,Ship,4,3,167,2,medium,0,2,5544,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0,1,-0.8955352350255561,1.1666366102733388
5799,5800,B,Ship,4,3,175,3,low,0,2,5208,0,0.6931471805599453,0,1,0,0,0,0,0,1,0,1,0,-0.7293998297225148,0.961229068756962
5800,5801,C,Ship,3,5,183,2,low,1,8,5881,1,2.0794415416798357,0,0,1,0,0,0,0,1,0,1,0,-0.5632644244194736,1.372655483758514
5801,5802,F,Ship,6,5,176,3,low,0,10,5307,0,2.302585092994046,0,0,0,0,1,0,0,1,0,1,0,-0.7086329040596346,1.0217509336680373
5802,5803,D,Ship,3,4,187,3,low,1,7,5417,0,1.9459101490553132,0,0,0,1,0,0,0,1,0,1,0,-0.48019672176795297,1.0889974502358988
5803,5804,F,Ship,4,5,143,3,medium,0,8,4142,1,2.0794415416798357,0,0,0,0,1,0,0,1,0,0,1,-1.3939414509346797,0.309549190017505
5804,5805,A,Ship,4,3,136,3,low,0,7,5976,0,1.9459101490553132,1,0,0,0,0,0,0,1,0,1,0,-1.5393099305748408,1.4307320207943943
5805,5806,B,Ship,3,3,178,3,low,1,3,5396,1,1.0986122886681098,0,1,0,0,0,0,0,1,0,1,0,-0.6670990527338744,1.076159478891125
5806,5807,C,Ship,4,4,208,2,medium,0,6,4983,1,1.791759469228055,0,0,1,0,0,0,0,1,0,0,1,-0.044091282847469784,0.8236793757772455
5807,5808,F,Ship,4,1,171,2,medium,1,1,5635,0,0.0,0,0,0,0,1,0,0,1,0,0,1,-0.8124675323740355,1.222267819434024
5808,5809,D,Ship,2,1,197,4,low,1,5,4614,0,1.6094379124341003,0,0,0,1,0,0,0,1,0,1,0,-0.2725274651391515,0.5980978792905104
5809,5810,F,Ship,5,1,179,3,low,0,7,5814,0,1.9459101490553132,0,0,0,0,1,0,0,1,0,1,0,-0.6463321270709942,1.3316962418489986
5810,5811,A,Ship,6,4,197,5,medium,1,4,5889,1,1.3862943611198906,1,0,0,0,0,0,0,1,0,0,1,-0.2725274651391515,1.377546139508904
5811,5812,B,Ship,5,4,285,2,low,1,2,4505,1,0.6931471805599453,0,1,0,0,0,0,0,1,0,1,0,1.554961993194302,0.5314626946914477
5812,5813,C,Ship,6,1,141,5,low,0,9,5113,0,2.1972245773362196,0,0,1,0,0,0,0,1,0,1,0,-1.43547530226044,0.9031525317210817
5813,5814,F,Ship,4,5,274,3,medium,1,5,4773,0,1.6094379124341003,0,0,0,0,1,0,0,1,0,0,1,1.3265258109026203,0.69529966232951
5814,5815,D,Ship,5,2,287,3,medium,0,3,4903,1,1.0986122886681098,0,0,0,1,0,0,0,1,0,0,1,1.5964958445200623,0.7747728182733462
5815,5816,F,Ship,5,3,218,3,medium,0,4,4198,1,1.3862943611198906,0,0,0,0,1,0,0,1,0,0,1,0.16357797378133174,0.3437837802702345
5816,5817,A,Ship,3,1,213,3,high,0,6,5535,0,1.791759469228055,1,0,0,0,0,0,0,1,1,0,0,0.059743345466930976,1.1611346225541501
5817,5818,B,Ship,2,1,207,4,low,1,1,5742,0,0.0,0,1,0,0,0,0,0,1,0,1,0,-0.06485820851034994,1.2876803400954893
5818,5819,C,Ship,5,5,273,4,low,1,7,4064,1,1.9459101490553132,0,0,1,0,0,0,0,1,0,1,0,1.3057588852397402,0.2618652964512033
5819,5820,F,Ship,3,3,185,3,low,1,6,5995,1,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,-0.5217305730937133,1.4423473282015704
5820,5821,D,Ship,3,1,192,3,low,0,4,5179,0,1.3862943611198906,0,0,0,1,0,0,0,1,0,1,0,-0.3763620934535522,0.9435004416617986
5821,5822,F,Ship,4,4,276,2,medium,0,3,4306,1,1.0986122886681098,0,0,0,0,1,0,0,1,0,0,1,1.3680596622283805,0.40980763290049843
5822,5823,A,Ship,5,2,229,2,medium,1,1,5724,0,0.0,1,0,0,0,0,0,0,1,0,0,1,0.39201415607301343,1.276676364657112
5823,5824,B,Ship,3,5,248,2,high,1,3,5287,1,1.0986122886681098,0,1,0,0,0,0,0,1,1,0,0,0.7865857436677364,1.0095242942920624
5824,5825,C,Ship,3,4,267,3,high,0,2,5204,1,0.6931471805599453,0,0,1,0,0,0,0,1,1,0,0,1.1811573312624593,0.958783740881767
5825,5826,F,Ship,4,4,272,3,low,1,9,5458,0,2.1972245773362196,0,0,0,0,1,0,0,1,0,1,0,1.28499195957686,1.114062060956647
5826,5827,D,Ship,3,3,153,3,low,1,8,5487,0,2.0794415416798357,0,0,0,1,0,0,0,1,0,1,0,-1.1862721943058783,1.1317906880518105
5827,5828,F,Ship,4,2,246,4,medium,1,7,5056,1,1.9459101490553132,0,0,0,0,1,0,0,1,0,0,1,0.745051892341976,0.8683066094995535
5828,5829,A,Ship,3,3,261,4,low,0,9,4529,1,2.1972245773362196,1,0,0,0,0,0,0,1,0,1,0,1.0565557772851784,0.5461346619426175
5829,5830,B,Ship,4,5,207,2,low,0,3,5270,1,1.0986122886681098,0,1,0,0,0,0,0,1,0,1,0,-0.06485820851034994,0.9991316508224839
5830,5831,C,Ship,3,1,133,3,medium,1,8,4634,0,2.0794415416798357,0,0,1,0,0,0,0,1,0,0,1,-1.6016107075634813,0.6103245186664852
5831,5832,F,Ship,3,5,269,5,low,1,6,5932,1,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,1.2226911825882196,1.40383341416725
5832,5833,D,Ship,4,3,251,3,high,1,8,5986,1,2.0794415416798357,0,0,0,1,0,0,0,1,1,0,0,0.8488865206563768,1.4368453404823818
5833,5834,F,Ship,4,2,252,4,low,0,3,4956,1,1.0986122886681098,0,0,0,0,1,0,0,1,0,1,0,0.8696534463192569,0.8071734126196795
5834,5835,A,Ship,3,5,135,2,low,0,4,5275,1,1.3862943611198906,1,0,0,0,0,0,0,1,0,1,0,-1.560076856237721,1.0021883106664775
5835,5836,B,Ship,4,3,273,4,medium,0,1,4585,0,0.0,0,1,0,0,0,0,0,1,0,0,1,1.3057588852397402,0.5803692521953469
5836,5837,C,Ship,4,2,168,3,low,1,3,4653,1,1.0986122886681098,0,0,1,0,0,0,0,1,0,1,0,-0.8747683093626759,0.6219398260736613
5837,5838,F,Ship,2,4,233,2,medium,0,6,4758,0,1.791759469228055,0,0,0,0,1,0,0,1,0,0,1,0.475081858724534,0.686129682797529
5838,5839,D,Ship,3,2,133,2,low,0,3,4677,1,1.0986122886681098,0,0,0,1,0,0,0,1,0,1,0,-1.6016107075634813,0.636611793324831
5839,5840,F,Ship,3,5,147,4,high,1,10,5164,1,2.302585092994046,0,0,0,0,1,0,0,1,1,0,0,-1.3108737482831592,0.9343304621298174
5841,5842,B,Ship,6,3,259,4,low,0,3,4117,1,1.0986122886681098,0,1,0,0,0,0,0,1,0,1,0,1.015021925959418,0.2942658907975365
5842,5843,C,Ship,4,2,194,3,low,0,10,5171,1,2.302585092994046,0,0,1,0,0,0,0,1,0,1,0,-0.33482824212779194,0.9386097859114086
5844,5845,D,Ship,3,4,98,3,low,1,5,4432,0,1.6094379124341003,0,0,0,1,0,0,0,1,0,1,0,-2.3284531057642868,0.48683546096913966
5845,5846,F,Ship,5,1,138,3,low,1,10,5612,1,2.302585092994046,0,0,0,0,1,0,0,1,0,1,0,-1.4977760792490804,1.208207184151653
5846,5847,A,Ship,5,5,193,5,high,0,4,5087,1,1.3862943611198906,1,0,0,0,0,0,0,1,1,0,0,-0.3555951677906721,0.8872579005323145
5847,5848,B,Ship,5,5,184,3,medium,1,7,4742,0,1.9459101490553132,0,1,0,0,0,0,0,1,0,0,1,-0.5424974987565935,0.6763483712967491
5848,5849,C,Ship,4,4,172,3,medium,1,7,5098,0,1.9459101490553132,0,0,1,0,0,0,0,1,0,0,1,-0.7917006067111553,0.8939825521891006
5849,5850,F,Ship,4,3,248,2,medium,1,2,4701,1,0.6931471805599453,0,0,0,0,1,0,0,1,0,0,1,0.7865857436677364,0.6512837605760008
5850,5851,D,Ship,2,4,114,5,high,0,5,5334,1,1.6094379124341003,0,0,0,1,0,0,0,1,1,0,0,-1.9961822951582042,1.0382568968256032
5851,5852,F,Ship,4,5,201,2,high,0,2,4657,0,0.6931471805599453,0,0,0,0,1,0,0,1,1,0,0,-0.18945976248763086,0.6243851539488562
5852,5853,A,Ship,3,4,206,4,medium,1,2,4372,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0,1,-0.08562513417323009,0.4501555428412153
5853,5854,B,Ship,6,1,185,4,high,0,10,5254,1,2.302585092994046,0,1,0,0,0,0,0,1,1,0,0,-0.5217305730937133,0.989350339321704
5854,5855,C,Ship,5,2,272,3,high,1,5,4972,0,1.6094379124341003,0,0,1,0,0,0,0,1,1,0,0,1.28499195957686,0.8169547241204593
5855,5856,F,Ship,4,3,266,2,medium,1,6,4286,1,1.791759469228055,0,0,0,0,1,0,0,1,0,0,1,1.160390405599579,0.3975809935245236
5856,5857,D,Ship,3,4,203,2,low,1,9,5735,0,2.1972245773362196,0,0,0,1,0,0,0,1,0,1,0,-0.14792591116187054,1.283401016313898
5857,5858,F,Ship,4,3,218,5,low,1,2,4823,1,0.6931471805599453,0,0,0,0,1,0,0,1,0,1,0,0.16357797378133174,0.725866260769447
5858,5859,A,Ship,2,5,279,3,low,0,8,4632,0,2.0794415416798357,1,0,0,0,0,0,0,1,0,1,0,1.430360439217021,0.6091018547288877
5859,5860,B,Ship,4,4,159,2,low,1,4,4648,1,1.3862943611198906,0,1,0,0,0,0,0,1,0,1,0,-1.0616706403285974,0.6188831662296675
5860,5861,C,Ship,5,3,138,3,low,0,5,5687,1,1.6094379124341003,0,0,1,0,0,0,0,1,0,1,0,-1.4977760792490804,1.2540570818115586
